CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM HIPERTENSÃO VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM HIPERTENSÃO VINCULADAS À EQUIPE;PONTUAÇÃO
2409941;CENTRO DE SAUDE PADRE JOSE DANTAS CORTEZ;CENTRO DE SAUDE/UNIDADE BASICA;117153;PSF I ZONA URBANA;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Janeiro;Hipertensão;96;92;77;28;7325;105;69,8
3834301;POSTO DE SAUDE RIACHAO;POSTO DE SAUDE;117161;PSF II ZONA RURAL;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Fevereiro;Hipertensão;130;125;143;30;10700;154;69,5
7365691;UNIDADE BASICA DE SAUDE JOSE VALERIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;1607219;PSF IV ZONA URBANO;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Fevereiro;Hipertensão;177;164;147;70;13950;208;67,1
2409941;CENTRO DE SAUDE PADRE JOSE DANTAS CORTEZ;CENTRO DE SAUDE/UNIDADE BASICA;117153;PSF I ZONA URBANA;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Fevereiro;Hipertensão;127;120;106;42;9875;137;72,1
3834301;POSTO DE SAUDE RIACHAO;POSTO DE SAUDE;117161;PSF II ZONA RURAL;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Março;Hipertensão;146;138;161;29;11850;174;68,1
7365691;UNIDADE BASICA DE SAUDE JOSE VALERIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;1607219;PSF IV ZONA URBANO;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Março;Hipertensão;195;183;170;88;15900;231;68,8
2409941;CENTRO DE SAUDE PADRE JOSE DANTAS CORTEZ;CENTRO DE SAUDE/UNIDADE BASICA;117153;PSF I ZONA URBANA;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Março;Hipertensão;139;127;118;47;10775;156;69,1
3834301;POSTO DE SAUDE RIACHAO;POSTO DE SAUDE;117161;PSF II ZONA RURAL;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Abril;Hipertensão;158;148;165;33;12600;187;67,4
7365691;UNIDADE BASICA DE SAUDE JOSE VALERIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;1607219;PSF IV ZONA URBANO;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Abril;Hipertensão;174;154;150;78;13900;202;68,8
2409941;CENTRO DE SAUDE PADRE JOSE DANTAS CORTEZ;CENTRO DE SAUDE/UNIDADE BASICA;117153;PSF I ZONA URBANA;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Abril;Hipertensão;124;115;104;49;9800;142;69
3834301;POSTO DE SAUDE RIACHAO;POSTO DE SAUDE;117161;PSF II ZONA RURAL;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Maio;Hipertensão;178;164;189;35;14150;213;66,4
7365691;UNIDADE BASICA DE SAUDE JOSE VALERIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;1607219;PSF IV ZONA URBANO;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Maio;Hipertensão;223;202;208;107;18500;260;71,2
2409941;CENTRO DE SAUDE PADRE JOSE DANTAS CORTEZ;CENTRO DE SAUDE/UNIDADE BASICA;117153;PSF I ZONA URBANA;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Maio;Hipertensão;160;148;140;61;12725;179;71,1
3834301;POSTO DE SAUDE RIACHAO;POSTO DE SAUDE;117161;PSF II ZONA RURAL;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Junho;Hipertensão;180;167;198;36;14525;226;64,3
7365691;UNIDADE BASICA DE SAUDE JOSE VALERIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;1607219;PSF IV ZONA URBANO;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Junho;Hipertensão;224;198;218;110;18750;268;70
2409941;CENTRO DE SAUDE PADRE JOSE DANTAS CORTEZ;CENTRO DE SAUDE/UNIDADE BASICA;117153;PSF I ZONA URBANA;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Junho;Hipertensão;162;154;147;61;13100;184;71,2
3834301;POSTO DE SAUDE RIACHAO;POSTO DE SAUDE;117161;PSF II ZONA RURAL;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Julho;Hipertensão;190;177;224;38;15725;240;65,5
7365691;UNIDADE BASICA DE SAUDE JOSE VALERIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;1607219;PSF IV ZONA URBANO;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Julho;Hipertensão;234;211;230;117;19800;277;71,5
2409941;CENTRO DE SAUDE PADRE JOSE DANTAS CORTEZ;CENTRO DE SAUDE/UNIDADE BASICA;117153;PSF I ZONA URBANA;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Julho;Hipertensão;175;160;157;71;14075;204;69
3834301;POSTO DE SAUDE RIACHAO;POSTO DE SAUDE;117161;PSF II ZONA RURAL;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
7365691;UNIDADE BASICA DE SAUDE JOSE VALERIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;1607219;PSF IV ZONA URBANO;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2409941;CENTRO DE SAUDE PADRE JOSE DANTAS CORTEZ;CENTRO DE SAUDE/UNIDADE BASICA;117153;PSF I ZONA URBANA;eSF;TENENTE LAURENTINO CRUZ;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
6925154;UNIDADE BASICA DE SAUDE JOSEFA ALVES DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;116688;ESF-I;eSF;SÃO VICENTE;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2475693;UNIDADE BASICA DE SAUDE BRIGIDA RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;116653;ESF-III;eSF;SÃO VICENTE;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
6420419;UNIDADE BASICA DE SAUDE JOAO MARIA EVANGELISTA;CENTRO DE SAUDE/UNIDADE BASICA;116661;ESF-II;eSF;SÃO VICENTE;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
6925154;UNIDADE BASICA DE SAUDE JOSEFA ALVES DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;116688;ESF-I;eSF;SÃO VICENTE;4ª RS;Julho;Hipertensão;265;203;297;100;21625;318;68
2475693;UNIDADE BASICA DE SAUDE BRIGIDA RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;116653;ESF-III;eSF;SÃO VICENTE;4ª RS;Julho;Hipertensão;221;192;233;177;20575;236;87,2
6420419;UNIDADE BASICA DE SAUDE JOAO MARIA EVANGELISTA;CENTRO DE SAUDE/UNIDADE BASICA;116661;ESF-II;eSF;SÃO VICENTE;4ª RS;Julho;Hipertensão;264;238;293;54;21225;304;69,8
6925154;UNIDADE BASICA DE SAUDE JOSEFA ALVES DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;116688;ESF-I;eSF;SÃO VICENTE;4ª RS;Junho;Hipertensão;261;199;292;109;21525;313;68,8
2475693;UNIDADE BASICA DE SAUDE BRIGIDA RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;116653;ESF-III;eSF;SÃO VICENTE;4ª RS;Junho;Hipertensão;214;190;228;170;20050;229;87,6
6420419;UNIDADE BASICA DE SAUDE JOAO MARIA EVANGELISTA;CENTRO DE SAUDE/UNIDADE BASICA;116661;ESF-II;eSF;SÃO VICENTE;4ª RS;Junho;Hipertensão;261;229;291;51;20800;299;69,6
6925154;UNIDADE BASICA DE SAUDE JOSEFA ALVES DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;116688;ESF-I;eSF;SÃO VICENTE;4ª RS;Maio;Hipertensão;250;187;285;109;20775;304;68,3
2475693;UNIDADE BASICA DE SAUDE BRIGIDA RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;116653;ESF-III;eSF;SÃO VICENTE;4ª RS;Maio;Hipertensão;222;196;234;171;20575;236;87,2
6420419;UNIDADE BASICA DE SAUDE JOAO MARIA EVANGELISTA;CENTRO DE SAUDE/UNIDADE BASICA;116661;ESF-II;eSF;SÃO VICENTE;4ª RS;Maio;Hipertensão;254;216;281;48;19975;291;68,6
6925154;UNIDADE BASICA DE SAUDE JOSEFA ALVES DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;116688;ESF-I;eSF;SÃO VICENTE;4ª RS;Abril;Hipertensão;238;173;268;110;19725;289;68,3
2475693;UNIDADE BASICA DE SAUDE BRIGIDA RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;116653;ESF-III;eSF;SÃO VICENTE;4ª RS;Abril;Hipertensão;204;184;212;155;18875;216;87,4
6420419;UNIDADE BASICA DE SAUDE JOAO MARIA EVANGELISTA;CENTRO DE SAUDE/UNIDADE BASICA;116661;ESF-II;eSF;SÃO VICENTE;4ª RS;Abril;Hipertensão;211;177;232;45;16625;241;69
6925154;UNIDADE BASICA DE SAUDE JOSEFA ALVES DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;116688;ESF-I;eSF;SÃO VICENTE;4ª RS;Março;Hipertensão;242;177;276;112;20175;295;68,4
2475693;UNIDADE BASICA DE SAUDE BRIGIDA RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;116653;ESF-III;eSF;SÃO VICENTE;4ª RS;Março;Hipertensão;201;186;208;150;18625;212;87,9
6420419;UNIDADE BASICA DE SAUDE JOAO MARIA EVANGELISTA;CENTRO DE SAUDE/UNIDADE BASICA;116661;ESF-II;eSF;SÃO VICENTE;4ª RS;Março;Hipertensão;225;186;255;44;17750;265;67
6925154;UNIDADE BASICA DE SAUDE JOSEFA ALVES DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;116688;ESF-I;eSF;SÃO VICENTE;4ª RS;Fevereiro;Hipertensão;245;180;280;99;20100;300;67
2475693;UNIDADE BASICA DE SAUDE BRIGIDA RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;116653;ESF-III;eSF;SÃO VICENTE;4ª RS;Fevereiro;Hipertensão;191;183;200;151;18125;203;89,3
6420419;UNIDADE BASICA DE SAUDE JOAO MARIA EVANGELISTA;CENTRO DE SAUDE/UNIDADE BASICA;116661;ESF-II;eSF;SÃO VICENTE;4ª RS;Fevereiro;Hipertensão;227;192;262;51;18300;271;67,5
6925154;UNIDADE BASICA DE SAUDE JOSEFA ALVES DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;116688;ESF-I;eSF;SÃO VICENTE;4ª RS;Janeiro;Hipertensão;237;177;269;91;19350;289;67
2475693;UNIDADE BASICA DE SAUDE BRIGIDA RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;116653;ESF-III;eSF;SÃO VICENTE;4ª RS;Janeiro;Hipertensão;190;191;207;146;18350;209;87,8
6420419;UNIDADE BASICA DE SAUDE JOAO MARIA EVANGELISTA;CENTRO DE SAUDE/UNIDADE BASICA;116661;ESF-II;eSF;SÃO VICENTE;4ª RS;Janeiro;Hipertensão;222;188;248;50;17700;263;67,3
2475839;CENTRO DE SAUDE MARIA FAUSTA DE MEDEIROS DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116319;PSF 1;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Janeiro;Hipertensão;390;308;563;105;34150;567;60,2
2476045;UNIDADE BASICA DE SAUDE GILSA SOUZA DE MEDEIROS;CENTRO DE SAUDE/UNIDADE BASICA;116327;PSF 2;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Janeiro;Hipertensão;316;333;340;64;26325;433;60,8
2475839;CENTRO DE SAUDE MARIA FAUSTA DE MEDEIROS DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116319;PSF 1;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Fevereiro;Hipertensão;387;295;573;104;33975;578;58,8
2476045;UNIDADE BASICA DE SAUDE GILSA SOUZA DE MEDEIROS;CENTRO DE SAUDE/UNIDADE BASICA;116327;PSF 2;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Fevereiro;Hipertensão;309;333;349;68;26475;435;60,9
2475839;CENTRO DE SAUDE MARIA FAUSTA DE MEDEIROS DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116319;PSF 1;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Março;Hipertensão;382;295;570;105;33800;576;58,7
2476045;UNIDADE BASICA DE SAUDE GILSA SOUZA DE MEDEIROS;CENTRO DE SAUDE/UNIDADE BASICA;116327;PSF 2;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Março;Hipertensão;285;324;352;62;25575;433;59,1
2475839;CENTRO DE SAUDE MARIA FAUSTA DE MEDEIROS DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116319;PSF 1;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Abril;Hipertensão;283;222;416;75;24900;417;59,7
2476045;UNIDADE BASICA DE SAUDE GILSA SOUZA DE MEDEIROS;CENTRO DE SAUDE/UNIDADE BASICA;116327;PSF 2;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Abril;Hipertensão;148;172;184;36;13500;255;52,9
2475839;CENTRO DE SAUDE MARIA FAUSTA DE MEDEIROS DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116319;PSF 1;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Maio;Hipertensão;418;318;607;104;36175;610;59,3
2476045;UNIDADE BASICA DE SAUDE GILSA SOUZA DE MEDEIROS;CENTRO DE SAUDE/UNIDADE BASICA;116327;PSF 2;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Maio;Hipertensão;302;340;391;70;27575;457;60,3
2475839;CENTRO DE SAUDE MARIA FAUSTA DE MEDEIROS DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116319;PSF 1;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Junho;Hipertensão;460;377;628;112;39425;637;61,9
2476045;UNIDADE BASICA DE SAUDE GILSA SOUZA DE MEDEIROS;CENTRO DE SAUDE/UNIDADE BASICA;116327;PSF 2;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Junho;Hipertensão;285;347;402;71;27625;459;60,2
2475839;CENTRO DE SAUDE MARIA FAUSTA DE MEDEIROS DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116319;PSF 1;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Julho;Hipertensão;473;418;628;197;42900;636;67,5
2476045;UNIDADE BASICA DE SAUDE GILSA SOUZA DE MEDEIROS;CENTRO DE SAUDE/UNIDADE BASICA;116327;PSF 2;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Julho;Hipertensão;315;365;432;147;31475;474;66,4
2475839;CENTRO DE SAUDE MARIA FAUSTA DE MEDEIROS DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116319;PSF 1;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2476045;UNIDADE BASICA DE SAUDE GILSA SOUZA DE MEDEIROS;CENTRO DE SAUDE/UNIDADE BASICA;116327;PSF 2;eSF;SÃO JOSÉ DO SERIDÓ;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2476169;PSF DRA NUBIA JUCA DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116017;PSF-02;eSF;SÃO JOÃO DO SABUGI;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
3014231;UBS MARIA SONIA DE MEDEIROS GALVAO E FERNANDES;CENTRO DE SAUDE/UNIDADE BASICA;116025;PSF-01;eSF;SÃO JOÃO DO SABUGI;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
6676162;PSF COMUNIDADES RURAIS;CENTRO DE SAUDE/UNIDADE BASICA;1525921;PSF-03;eSF;SÃO JOÃO DO SABUGI;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2476169;PSF DRA NUBIA JUCA DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116017;PSF-02;eSF;SÃO JOÃO DO SABUGI;4ª RS;Julho;Hipertensão;324;314;341;327;32650;351;93
3014231;UBS MARIA SONIA DE MEDEIROS GALVAO E FERNANDES;CENTRO DE SAUDE/UNIDADE BASICA;116025;PSF-01;eSF;SÃO JOÃO DO SABUGI;4ª RS;Julho;Hipertensão;347;328;381;261;32925;400;82,3
6676162;PSF COMUNIDADES RURAIS;CENTRO DE SAUDE/UNIDADE BASICA;1525921;PSF-03;eSF;SÃO JOÃO DO SABUGI;4ª RS;Julho;Hipertensão;277;227;321;146;24275;335;72,5
2476169;PSF DRA NUBIA JUCA DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116017;PSF-02;eSF;SÃO JOÃO DO SABUGI;4ª RS;Junho;Hipertensão;305;283;331;307;30650;342;89,6
3014231;UBS MARIA SONIA DE MEDEIROS GALVAO E FERNANDES;CENTRO DE SAUDE/UNIDADE BASICA;116025;PSF-01;eSF;SÃO JOÃO DO SABUGI;4ª RS;Junho;Hipertensão;316;290;362;157;28125;383;73,4
6676162;PSF COMUNIDADES RURAIS;CENTRO DE SAUDE/UNIDADE BASICA;1525921;PSF-03;eSF;SÃO JOÃO DO SABUGI;4ª RS;Junho;Hipertensão;269;208;314;90;22025;332;66,3
2476169;PSF DRA NUBIA JUCA DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116017;PSF-02;eSF;SÃO JOÃO DO SABUGI;4ª RS;Maio;Hipertensão;308;289;336;312;31125;347;89,7
3014231;UBS MARIA SONIA DE MEDEIROS GALVAO E FERNANDES;CENTRO DE SAUDE/UNIDADE BASICA;116025;PSF-01;eSF;SÃO JOÃO DO SABUGI;4ª RS;Maio;Hipertensão;308;267;357;104;25900;380;68,2
6676162;PSF COMUNIDADES RURAIS;CENTRO DE SAUDE/UNIDADE BASICA;1525921;PSF-03;eSF;SÃO JOÃO DO SABUGI;4ª RS;Maio;Hipertensão;260;194;301;74;20725;326;63,6
2476169;PSF DRA NUBIA JUCA DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116017;PSF-02;eSF;SÃO JOÃO DO SABUGI;4ª RS;Abril;Hipertensão;283;267;312;289;28775;323;89,1
3014231;UBS MARIA SONIA DE MEDEIROS GALVAO E FERNANDES;CENTRO DE SAUDE/UNIDADE BASICA;116025;PSF-01;eSF;SÃO JOÃO DO SABUGI;4ª RS;Abril;Hipertensão;281;233;339;102;23875;358;66,7
6676162;PSF COMUNIDADES RURAIS;CENTRO DE SAUDE/UNIDADE BASICA;1525921;PSF-03;eSF;SÃO JOÃO DO SABUGI;4ª RS;Abril;Hipertensão;221;175;266;67;18225;300;60,8
2476169;PSF DRA NUBIA JUCA DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116017;PSF-02;eSF;SÃO JOÃO DO SABUGI;4ª RS;Março;Hipertensão;280;259;311;283;28325;328;86,4
3014231;UBS MARIA SONIA DE MEDEIROS GALVAO E FERNANDES;CENTRO DE SAUDE/UNIDADE BASICA;116025;PSF-01;eSF;SÃO JOÃO DO SABUGI;4ª RS;Março;Hipertensão;282;225;342;96;23625;371;63,7
6676162;PSF COMUNIDADES RURAIS;CENTRO DE SAUDE/UNIDADE BASICA;1525921;PSF-03;eSF;SÃO JOÃO DO SABUGI;4ª RS;Março;Hipertensão;216;164;254;54;17200;302;57
2476169;PSF DRA NUBIA JUCA DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116017;PSF-02;eSF;SÃO JOÃO DO SABUGI;4ª RS;Fevereiro;Hipertensão;259;224;288;257;25700;309;83,2
3014231;UBS MARIA SONIA DE MEDEIROS GALVAO E FERNANDES;CENTRO DE SAUDE/UNIDADE BASICA;116025;PSF-01;eSF;SÃO JOÃO DO SABUGI;4ª RS;Fevereiro;Hipertensão;264;208;318;76;21650;353;61,3
6676162;PSF COMUNIDADES RURAIS;CENTRO DE SAUDE/UNIDADE BASICA;1525921;PSF-03;eSF;SÃO JOÃO DO SABUGI;4ª RS;Fevereiro;Hipertensão;173;132;198;30;13325;249;53,5
2476169;PSF DRA NUBIA JUCA DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;116017;PSF-02;eSF;SÃO JOÃO DO SABUGI;4ª RS;Janeiro;Hipertensão;239;192;270;239;23500;298;78,9
3014231;UBS MARIA SONIA DE MEDEIROS GALVAO E FERNANDES;CENTRO DE SAUDE/UNIDADE BASICA;116025;PSF-01;eSF;SÃO JOÃO DO SABUGI;4ª RS;Janeiro;Hipertensão;257;189;307;69;20550;343;59,9
6676162;PSF COMUNIDADES RURAIS;CENTRO DE SAUDE/UNIDADE BASICA;1525921;PSF-03;eSF;SÃO JOÃO DO SABUGI;4ª RS;Janeiro;Hipertensão;141;98;177;37;11325;210;53,9
3011356;UNIDADE SAUDE JULIAO LOURENCO;CENTRO DE SAUDE/UNIDADE BASICA;1517406;PSF RURAL;eSF;SÃO FERNANDO;4ª RS;Janeiro;Hipertensão;343;340;385;129;29925;396;75,6
2476142;UNIDADE BASICA DE SAUDE INACIA DUARTE;CENTRO DE SAUDE/UNIDADE BASICA;115630;PSF;eSF;SÃO FERNANDO;4ª RS;Janeiro;Hipertensão;504;500;592;134;43250;602;71,8
3011356;UNIDADE SAUDE JULIAO LOURENCO;CENTRO DE SAUDE/UNIDADE BASICA;1517406;PSF RURAL;eSF;SÃO FERNANDO;4ª RS;Fevereiro;Hipertensão;311;306;385;149;28775;391;73,6
2476142;UNIDADE BASICA DE SAUDE INACIA DUARTE;CENTRO DE SAUDE/UNIDADE BASICA;115630;PSF;eSF;SÃO FERNANDO;4ª RS;Fevereiro;Hipertensão;470;462;576;143;41275;581;71
3011356;UNIDADE SAUDE JULIAO LOURENCO;CENTRO DE SAUDE/UNIDADE BASICA;1517406;PSF RURAL;eSF;SÃO FERNANDO;4ª RS;Março;Hipertensão;333;328;392;190;31075;393;79,1
2476142;UNIDADE BASICA DE SAUDE INACIA DUARTE;CENTRO DE SAUDE/UNIDADE BASICA;115630;PSF;eSF;SÃO FERNANDO;4ª RS;Março;Hipertensão;483;473;591;141;42200;596;70,8
3011356;UNIDADE SAUDE JULIAO LOURENCO;CENTRO DE SAUDE/UNIDADE BASICA;1517406;PSF RURAL;eSF;SÃO FERNANDO;4ª RS;Abril;Hipertensão;299;297;351;163;27750;351;79,1
2476142;UNIDADE BASICA DE SAUDE INACIA DUARTE;CENTRO DE SAUDE/UNIDADE BASICA;115630;PSF;eSF;SÃO FERNANDO;4ª RS;Abril;Hipertensão;466;455;578;134;40825;581;70,3
3011356;UNIDADE SAUDE JULIAO LOURENCO;CENTRO DE SAUDE/UNIDADE BASICA;1517406;PSF RURAL;eSF;SÃO FERNANDO;4ª RS;Maio;Hipertensão;332;332;399;189;31300;400;78,3
2476142;UNIDADE BASICA DE SAUDE INACIA DUARTE;CENTRO DE SAUDE/UNIDADE BASICA;115630;PSF;eSF;SÃO FERNANDO;4ª RS;Maio;Hipertensão;479;469;597;134;41975;599;70,1
