CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE HEMOGLOBINA GLICADA, SOLICITADA OU AVALIADA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE AVALIAÇÃO DOS PÉS, REALIZADO NOS ÚLTIMOS 15 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM DIABETES VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM DIABETES VINCULADAS À EQUIPE;PONTUAÇÃO
7428286;ESF PARQUE DAS LUZES;CENTRO DE SAUDE/UNIDADE BASICA;1509845;ESF-VI;eSF;JARDIM DE PIRANHAS;4ª RS;Fevereiro;Diabetes;108;86;158;77;99;0;9250;162;57,1
3694690;UNIDADE SAUDE DA FAMILIA SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;110302;ESF II;eSF;JARDIM DE PIRANHAS;4ª RS;Março;Diabetes;125;117;127;87;123;0;9945;129;77,1
2409933;UNIDADE DA FAMILIA DO CAMPO DA PAZ;CENTRO DE SAUDE/UNIDADE BASICA;110337;ESF V;eSF;JARDIM DE PIRANHAS;4ª RS;Março;Diabetes;97;105;165;57;138;0;9740;174;56
3694712;ESF III ADILIA AUREA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;110310;ESF III;eSF;JARDIM DE PIRANHAS;4ª RS;Março;Diabetes;131;110;178;66;128;0;10740;179;60
2409909;CENTRO DE SAUDE DE JARDIM DE PIRANHAS;CENTRO DE SAUDE/UNIDADE BASICA;110299;ESF I;eSF;JARDIM DE PIRANHAS;4ª RS;Março;Diabetes;129;117;147;116;129;0;10950;148;74
2409917;UNIDADE SAUDE DA FAMILIA NOVO JARDIM;CENTRO DE SAUDE/UNIDADE BASICA;2340801;ESF VII;eSF;JARDIM DE PIRANHAS;4ª RS;Março;Diabetes;91;78;98;44;75;0;6735;98;68,7
5345472;UNIDADE SAUDE DA FAMILIA SANTO AMARO PSF IV;CENTRO DE SAUDE/UNIDADE BASICA;110329;ESF IV;eSF;JARDIM DE PIRANHAS;4ª RS;Março;Diabetes;189;167;218;176;189;0;16120;229;70,4
7428286;ESF PARQUE DAS LUZES;CENTRO DE SAUDE/UNIDADE BASICA;1509845;ESF-VI;eSF;JARDIM DE PIRANHAS;4ª RS;Março;Diabetes;136;117;168;79;107;0;10625;179;59,4
3694690;UNIDADE SAUDE DA FAMILIA SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;110302;ESF II;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Diabetes;123;112;126;82;122;0;9720;128;75,9
2409933;UNIDADE DA FAMILIA DO CAMPO DA PAZ;CENTRO DE SAUDE/UNIDADE BASICA;110337;ESF V;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Diabetes;86;99;139;41;120;0;8400;148;56,8
3694712;ESF III ADILIA AUREA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;110310;ESF III;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Diabetes;133;113;180;70;132;0;10985;180;61
2409909;CENTRO DE SAUDE DE JARDIM DE PIRANHAS;CENTRO DE SAUDE/UNIDADE BASICA;110299;ESF I;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Diabetes;124;116;142;112;121;0;10555;142;74,3
2409917;UNIDADE SAUDE DA FAMILIA NOVO JARDIM;CENTRO DE SAUDE/UNIDADE BASICA;2340801;ESF VII;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Diabetes;37;33;44;15;24;0;2700;44;61,4
5345472;UNIDADE SAUDE DA FAMILIA SANTO AMARO PSF IV;CENTRO DE SAUDE/UNIDADE BASICA;110329;ESF IV;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Diabetes;174;154;206;161;171;0;14890;213;69,9
7428286;ESF PARQUE DAS LUZES;CENTRO DE SAUDE/UNIDADE BASICA;1509845;ESF-VI;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Diabetes;116;106;140;61;84;0;8885;150;59,2
3694690;UNIDADE SAUDE DA FAMILIA SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;110302;ESF II;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Diabetes;142;130;144;85;140;0;11045;146;75,7
2409933;UNIDADE DA FAMILIA DO CAMPO DA PAZ;CENTRO DE SAUDE/UNIDADE BASICA;110337;ESF V;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Diabetes;110;119;181;52;148;0;10605;190;55,8
3694712;ESF III ADILIA AUREA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;110310;ESF III;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Diabetes;160;134;216;84;161;0;13205;216;61,1
2409909;CENTRO DE SAUDE DE JARDIM DE PIRANHAS;CENTRO DE SAUDE/UNIDADE BASICA;110299;ESF I;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Diabetes;140;127;154;122;135;0;11640;154;75,6
2409917;UNIDADE SAUDE DA FAMILIA NOVO JARDIM;CENTRO DE SAUDE/UNIDADE BASICA;2340801;ESF VII;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Diabetes;85;71;99;41;74;0;6470;99;65,4
5345472;UNIDADE SAUDE DA FAMILIA SANTO AMARO PSF IV;CENTRO DE SAUDE/UNIDADE BASICA;110329;ESF IV;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Diabetes;191;171;227;166;175;0;16040;229;70
7428286;ESF PARQUE DAS LUZES;CENTRO DE SAUDE/UNIDADE BASICA;1509845;ESF-VI;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Diabetes;151;137;172;77;116;1;11425;181;63,1
3694690;UNIDADE SAUDE DA FAMILIA SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;110302;ESF II;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Diabetes;145;133;146;84;143;2;11250;148;76
2409933;UNIDADE DA FAMILIA DO CAMPO DA PAZ;CENTRO DE SAUDE/UNIDADE BASICA;110337;ESF V;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Diabetes;115;125;184;64;150;2;11095;199;55,8
3694712;ESF III ADILIA AUREA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;110310;ESF III;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Diabetes;156;132;211;80;152;15;13025;211;61,7
2409909;CENTRO DE SAUDE DE JARDIM DE PIRANHAS;CENTRO DE SAUDE/UNIDADE BASICA;110299;ESF I;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Diabetes;141;134;153;120;139;0;11775;153;77
2409917;UNIDADE SAUDE DA FAMILIA NOVO JARDIM;CENTRO DE SAUDE/UNIDADE BASICA;2340801;ESF VII;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Diabetes;87;72;101;39;80;0;6625;101;65,6
5345472;UNIDADE SAUDE DA FAMILIA SANTO AMARO PSF IV;CENTRO DE SAUDE/UNIDADE BASICA;110329;ESF IV;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Diabetes;187;167;230;175;184;28;16650;233;71,5
7428286;ESF PARQUE DAS LUZES;CENTRO DE SAUDE/UNIDADE BASICA;1509845;ESF-VI;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Diabetes;161;143;175;112;134;2;12585;186;67,7
3694690;UNIDADE SAUDE DA FAMILIA SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;110302;ESF II;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Diabetes;147;134;151;91;149;3;11615;153;75,9
2409933;UNIDADE DA FAMILIA DO CAMPO DA PAZ;CENTRO DE SAUDE/UNIDADE BASICA;110337;ESF V;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Diabetes;116;128;185;82;151;3;11480;198;58
3694712;ESF III ADILIA AUREA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;110310;ESF III;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Diabetes;156;122;209;87;149;19;12955;209;62
2409909;CENTRO DE SAUDE DE JARDIM DE PIRANHAS;CENTRO DE SAUDE/UNIDADE BASICA;110299;ESF I;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Diabetes;137;132;155;123;140;0;11765;155;75,9
2409917;UNIDADE SAUDE DA FAMILIA NOVO JARDIM;CENTRO DE SAUDE/UNIDADE BASICA;2340801;ESF VII;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Diabetes;85;70;101;43;81;0;6630;101;65,6
5345472;UNIDADE SAUDE DA FAMILIA SANTO AMARO PSF IV;CENTRO DE SAUDE/UNIDADE BASICA;110329;ESF IV;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Diabetes;198;177;233;188;189;31;17395;236;73,7
7428286;ESF PARQUE DAS LUZES;CENTRO DE SAUDE/UNIDADE BASICA;1509845;ESF-VI;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Diabetes;159;143;165;119;134;17;12675;185;68,5
3694690;UNIDADE SAUDE DA FAMILIA SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;110302;ESF II;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Diabetes;150;140;154;120;150;39;12815;155;82,7
2409933;UNIDADE DA FAMILIA DO CAMPO DA PAZ;CENTRO DE SAUDE/UNIDADE BASICA;110337;ESF V;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Diabetes;120;127;193;96;114;6;11405;201;56,7
3694712;ESF III ADILIA AUREA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;110310;ESF III;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Diabetes;159;138;209;114;152;35;13945;210;66,4
2409909;CENTRO DE SAUDE DE JARDIM DE PIRANHAS;CENTRO DE SAUDE/UNIDADE BASICA;110299;ESF I;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Diabetes;140;136;158;130;142;11;12245;158;77,5
2409917;UNIDADE SAUDE DA FAMILIA NOVO JARDIM;CENTRO DE SAUDE/UNIDADE BASICA;2340801;ESF VII;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Diabetes;89;77;103;49;83;8;7095;103;68,9
5345472;UNIDADE SAUDE DA FAMILIA SANTO AMARO PSF IV;CENTRO DE SAUDE/UNIDADE BASICA;110329;ESF IV;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Diabetes;196;177;233;189;194;35;17505;236;74,2
7428286;ESF PARQUE DAS LUZES;CENTRO DE SAUDE/UNIDADE BASICA;1509845;ESF-VI;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Diabetes;163;150;180;129;133;41;13655;189;72,2
2476126;UBS DR LEIDO ANTAO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;110043;ESF IPUEIRA-RN;eSF;IPUEIRA;4ª RS;Janeiro;Diabetes;101;68;170;45;111;0;8780;186;47,2
2476126;UBS DR LEIDO ANTAO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;110043;ESF IPUEIRA-RN;eSF;IPUEIRA;4ª RS;Fevereiro;Diabetes;126;106;192;23;95;0;9720;197;49,3
2476126;UBS DR LEIDO ANTAO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;110043;ESF IPUEIRA-RN;eSF;IPUEIRA;4ª RS;Março;Diabetes;146;128;198;26;98;0;10660;202;52,8
2476126;UBS DR LEIDO ANTAO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;110043;ESF IPUEIRA-RN;eSF;IPUEIRA;4ª RS;Abril;Diabetes;151;136;195;22;93;0;10685;196;54,5
2476126;UBS DR LEIDO ANTAO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;110043;ESF IPUEIRA-RN;eSF;IPUEIRA;4ª RS;Maio;Diabetes;168;151;208;23;106;0;11720;211;55,5
2476126;UBS DR LEIDO ANTAO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;110043;ESF IPUEIRA-RN;eSF;IPUEIRA;4ª RS;Junho;Diabetes;176;161;209;25;116;0;12230;212;57,7
2476126;UBS DR LEIDO ANTAO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;110043;ESF IPUEIRA-RN;eSF;IPUEIRA;4ª RS;Julho;Diabetes;183;170;210;86;129;8;13755;212;64,9
2476126;UBS DR LEIDO ANTAO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;110043;ESF IPUEIRA-RN;eSF;IPUEIRA;4ª RS;Agosto;Diabetes;182;171;215;120;135;12;14510;216;67,2
3018105;PSF II;POSTO DE SAUDE;109576;PSF II SIT PASSAGEM DAS FLORES;eSF;FLORÂNIA;4ª RS;Janeiro;Diabetes;9;9;12;2;9;0;720;12;60
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109533;PSF I;eSF;FLORÂNIA;4ª RS;Janeiro;Diabetes;6;1;4;2;5;0;320;7;45,7
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109541;PSF IV VILA JUCURI;eSF;FLORÂNIA;4ª RS;Janeiro;Diabetes;7;4;6;2;5;0;425;9;47,2
2410273;POSTO DE SAUDE DO CAJUEIRO;POSTO DE SAUDE;109568;PSF III;eSF;FLORÂNIA;4ª RS;Janeiro;Diabetes;19;14;24;5;19;0;1430;27;53
3018105;PSF II;POSTO DE SAUDE;109576;PSF II SIT PASSAGEM DAS FLORES;eSF;FLORÂNIA;4ª RS;Fevereiro;Diabetes;9;9;12;2;10;0;735;12;61,3
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109533;PSF I;eSF;FLORÂNIA;4ª RS;Fevereiro;Diabetes;6;1;4;2;4;0;305;7;43,6
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109541;PSF IV VILA JUCURI;eSF;FLORÂNIA;4ª RS;Fevereiro;Diabetes;7;3;5;2;4;0;375;8;46,9
2410273;POSTO DE SAUDE DO CAJUEIRO;POSTO DE SAUDE;109568;PSF III;eSF;FLORÂNIA;4ª RS;Fevereiro;Diabetes;16;12;22;5;18;0;1285;25;51,4
3018105;PSF II;POSTO DE SAUDE;109576;PSF II SIT PASSAGEM DAS FLORES;eSF;FLORÂNIA;4ª RS;Março;Diabetes;9;7;10;1;7;0;605;12;50,4
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109533;PSF I;eSF;FLORÂNIA;4ª RS;Março;Diabetes;6;1;4;2;3;0;290;7;41,4
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109541;PSF IV VILA JUCURI;eSF;FLORÂNIA;4ª RS;Março;Diabetes;9;4;6;4;6;0;510;10;51
2410273;POSTO DE SAUDE DO CAJUEIRO;POSTO DE SAUDE;109568;PSF III;eSF;FLORÂNIA;4ª RS;Março;Diabetes;15;15;22;7;17;0;1325;25;53
3018105;PSF II;POSTO DE SAUDE;109576;PSF II SIT PASSAGEM DAS FLORES;eSF;FLORÂNIA;4ª RS;Abril;Diabetes;9;8;11;1;4;0;595;12;49,6
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109533;PSF I;eSF;FLORÂNIA;4ª RS;Abril;Diabetes;5;1;4;3;3;0;285;7;40,7
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109541;PSF IV VILA JUCURI;eSF;FLORÂNIA;4ª RS;Abril;Diabetes;9;5;7;4;6;0;545;10;54,5
2410273;POSTO DE SAUDE DO CAJUEIRO;POSTO DE SAUDE;109568;PSF III;eSF;FLORÂNIA;4ª RS;Abril;Diabetes;11;12;20;6;11;0;1055;23;45,9
3018105;PSF II;POSTO DE SAUDE;109576;PSF II SIT PASSAGEM DAS FLORES;eSF;FLORÂNIA;4ª RS;Maio;Diabetes;10;9;13;2;6;0;715;14;51,1
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109533;PSF I;eSF;FLORÂNIA;4ª RS;Maio;Diabetes;6;1;5;3;2;0;310;8;38,8
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109541;PSF IV VILA JUCURI;eSF;FLORÂNIA;4ª RS;Maio;Diabetes;7;4;8;4;6;0;510;10;51
2410273;POSTO DE SAUDE DO CAJUEIRO;POSTO DE SAUDE;109568;PSF III;eSF;FLORÂNIA;4ª RS;Maio;Diabetes;12;14;22;7;13;0;1190;25;47,6
3018105;PSF II;POSTO DE SAUDE;109576;PSF II SIT PASSAGEM DAS FLORES;eSF;FLORÂNIA;4ª RS;Junho;Diabetes;10;8;13;3;7;0;730;15;48,7
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109533;PSF I;eSF;FLORÂNIA;4ª RS;Junho;Diabetes;6;1;5;3;3;0;325;9;36,1
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109541;PSF IV VILA JUCURI;eSF;FLORÂNIA;4ª RS;Junho;Diabetes;8;6;10;4;7;0;615;13;47,3
2410273;POSTO DE SAUDE DO CAJUEIRO;POSTO DE SAUDE;109568;PSF III;eSF;FLORÂNIA;4ª RS;Junho;Diabetes;13;12;22;6;11;0;1135;23;49,3
3018105;PSF II;POSTO DE SAUDE;109576;PSF II SIT PASSAGEM DAS FLORES;eSF;FLORÂNIA;4ª RS;Julho;Diabetes;14;9;17;6;9;0;980;18;54,4
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109533;PSF I;eSF;FLORÂNIA;4ª RS;Julho;Diabetes;6;2;5;4;3;0;355;10;35,5
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109541;PSF IV VILA JUCURI;eSF;FLORÂNIA;4ª RS;Julho;Diabetes;8;7;12;4;6;0;655;13;50,4
2410273;POSTO DE SAUDE DO CAJUEIRO;POSTO DE SAUDE;109568;PSF III;eSF;FLORÂNIA;4ª RS;Julho;Diabetes;20;18;24;15;15;0;1600;25;64
3018105;PSF II;POSTO DE SAUDE;109576;PSF II SIT PASSAGEM DAS FLORES;eSF;FLORÂNIA;4ª RS;Agosto;Diabetes;15;11;16;6;8;0;995;18;55,3
2409755;CENTRO DE SAUDE FRANCISCO ASSIS DO AMARAL;CENTRO DE SAUDE/UNIDADE BASICA;109533;PSF I;eSF;FLORÂNIA;4ª RS;Agosto;Diabetes;6;5;5;5;3;0;415;10;41,5
