CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO;TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO;TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO;TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO;TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL;TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;PONTUAÇÃO
6773656;UNIDADE BASICA DE SAUDE SANTA LUZIA;CENTRO DE SAUDE/UNIDADE BASICA;114367;PSF SANTA LUZIA;eSF;PASSA E FICA;1ª RS;Agosto;Gestantes e puérperas;24;9;14;9;23;11;9;9;4;7;14;1221;27;45,22
3005844;UNIDADE BASICA DE SAUDE BENEDITA DO CARMO LIMA;CENTRO DE SAUDE/UNIDADE BASICA;1535560;PSF CENTRO;eSF;PASSA E FICA;1ª RS;Agosto;Gestantes e puérperas;7;4;4;0;5;6;1;1;5;5;6;403;9;44,78
3005828;UNIDADE BASICA DE SAUDE LAGOA DO CIPOAL;CENTRO DE SAUDE/UNIDADE BASICA;114359;PSF DE LAGOA DO CIPOAL - BARRA;eSF;PASSA E FICA;1ª RS;Agosto;Gestantes e puérperas;28;14;16;4;18;16;17;6;8;7;20;1414;29;48,76
2375028;UNIDADE BASICA DE SAUDE MANOEL FIRMINO ALVES;CENTRO DE SAUDE/UNIDADE BASICA;114340;PSF DOS FERNANDOS;eSF;PASSA E FICA;1ª RS;Agosto;Gestantes e puérperas;22;13;16;10;22;13;5;10;9;11;20;1381;25;55,24
2374838;UNIDADE DE SAUDE DA FAMILIA MANOEL GOMES BEZERRA;CENTRO DE SAUDE/UNIDADE BASICA;113921;PSF SERROTE DOS BEZERRAS;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;11;3;3;0;5;6;3;2;4;2;9;443;11;40,27
2374889;UNIDADE DE SAUDE DA FAMILIA LUIZ GADELHA DE ASSUNCAO;CENTRO DE SAUDE/UNIDADE BASICA;113964;PSF TRES VOLTAS;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;5;3;3;3;5;4;0;3;1;4;7;347;7;49,57
2374854;UNIDADE DE SAUDE DA FAMILIA CICERO TRAJANO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;113956;PSF LAGOA LIMPA;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;19;6;5;0;12;9;17;2;3;4;17;865;19;45,53
7705697;UNIDADE BASICA DE SAUDE DO TRIGUEIRO;CENTRO DE SAUDE/UNIDADE BASICA;2324903;PSF TRIGUEIRO;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;8;2;2;3;3;5;7;2;0;0;9;377;9;41,89
7616503;UNIDADE DE SAUDE DA FAMILIA JOSEFA MARIA ALVES;CENTRO DE SAUDE/UNIDADE BASICA;1562320;PSF SAO JUDAS TADEU;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;31;10;11;9;28;15;24;4;6;4;21;1498;33;45,39
8014442;UNIDADE DE SAUDE DA FAMILIA EVANIELLE DE LIMA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;114049;PSF ASSIS CHATEAUBRIAND;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;10;2;4;3;5;7;9;2;4;3;7;514;14;36,71
2374935;UNIDADE DE SAUDE DA FAMILIA DE CONCEICAO;CENTRO DE SAUDE/UNIDADE BASICA;113972;PSF CONCEICAO;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;13;7;6;3;8;8;9;3;2;1;14;679;14;48,5
5276802;UNIDADE DE SAUDE DA FAMILIA DE SAO SEBASTIAO;CENTRO DE SAUDE/UNIDADE BASICA;114006;PSF SAO SEBASTIAO;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;9;5;4;1;5;3;8;1;5;3;9;486;11;44,18
2374811;UNIDADE DE SAUDE DA FAMILIA LUIZ DA COSTA PRUDENCIO;CENTRO DE SAUDE/UNIDADE BASICA;113913;PSF CAIC;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;19;9;14;6;15;15;17;6;4;8;17;1189;28;42,46
2374803;UNIDADE DE SAUDE DA FAMILIA DE CATOLE;CENTRO DE SAUDE/UNIDADE BASICA;113905;PSF CATOLE;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;10;3;3;1;10;6;2;2;2;3;11;487;15;32,47
2374846;UNIDADE DE SAUDE DA FAMILIA PRIMEIRA LAGOA;CENTRO DE SAUDE/UNIDADE BASICA;113948;PSF PRIMEIRA LAGOA;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;11;1;1;0;6;3;4;0;1;1;9;344;12;28,67
8014434;UNIDADE DE SAUDE DA FAMILIA DR OTACILIO COSTA LIRA;CENTRO DE SAUDE/UNIDADE BASICA;2324954;PSF CIDADE DO SOL II;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;8;4;3;0;5;4;7;1;3;3;8;422;9;46,89
5276780;UNIDADE DE SAUDE DA FAMILIA LUIZ CARLOS MARQUES DE MELO;CENTRO DE SAUDE/UNIDADE BASICA;2324970;PSF CENTRO II;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;11;5;4;4;2;5;10;0;3;2;8;497;12;41,42
6695159;UNIDADE DE SAUDE DA FAMILIA MARIA DE FATIMA COUTINHO;CENTRO DE SAUDE/UNIDADE BASICA;2325012;PSF PLANALTO II;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;7;1;2;0;3;1;4;1;2;0;1;205;7;29,29
2374781;UNIDADE DE SAUDE DA FAMILIA DE SANTA LUZIA;CENTRO DE SAUDE/UNIDADE BASICA;113891;PSF ALTO DE SANTA LUZIA;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;17;4;5;3;14;5;1;4;5;6;15;728;18;40,44
8014426;UNIDADE DE SAUDE DA FAMILIA DE SALGADO;CENTRO DE SAUDE/UNIDADE BASICA;114022;PSF SALGADO;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;25;10;10;0;16;18;22;4;3;2;22;1213;25;48,52
6695159;UNIDADE DE SAUDE DA FAMILIA MARIA DE FATIMA COUTINHO;CENTRO DE SAUDE/UNIDADE BASICA;114014;PSF PLANALTO;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;19;7;11;0;12;13;14;7;2;1;12;901;21;42,9
5276780;UNIDADE DE SAUDE DA FAMILIA LUIZ CARLOS MARQUES DE MELO;CENTRO DE SAUDE/UNIDADE BASICA;113980;PSF CENTRO I;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;7;3;3;3;1;3;6;0;0;0;4;277;7;39,57
8014434;UNIDADE DE SAUDE DA FAMILIA DR OTACILIO COSTA LIRA;CENTRO DE SAUDE/UNIDADE BASICA;114030;PSF CIDADE DO SOL;eSF;NOVA CRUZ;1ª RS;Janeiro;Gestantes e puérperas;13;5;5;2;11;3;13;1;3;1;10;616;14;44
2374838;UNIDADE DE SAUDE DA FAMILIA MANOEL GOMES BEZERRA;CENTRO DE SAUDE/UNIDADE BASICA;113921;PSF SERROTE DOS BEZERRAS;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;13;5;5;0;5;7;4;2;4;3;12;553;13;42,54
2374889;UNIDADE DE SAUDE DA FAMILIA LUIZ GADELHA DE ASSUNCAO;CENTRO DE SAUDE/UNIDADE BASICA;113964;PSF TRES VOLTAS;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;5;2;2;2;3;2;1;1;0;2;5;230;6;38,33
2374854;UNIDADE DE SAUDE DA FAMILIA CICERO TRAJANO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;113956;PSF LAGOA LIMPA;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;17;6;4;0;13;10;16;1;2;2;15;791;17;46,53
7705697;UNIDADE BASICA DE SAUDE DO TRIGUEIRO;CENTRO DE SAUDE/UNIDADE BASICA;2324903;PSF TRIGUEIRO;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;8;3;6;4;5;8;7;4;2;2;9;530;9;58,89
7616503;UNIDADE DE SAUDE DA FAMILIA JOSEFA MARIA ALVES;CENTRO DE SAUDE/UNIDADE BASICA;1562320;PSF SAO JUDAS TADEU;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;31;10;14;10;26;16;24;3;8;9;21;1579;33;47,85
8014442;UNIDADE DE SAUDE DA FAMILIA EVANIELLE DE LIMA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;114049;PSF ASSIS CHATEAUBRIAND;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;9;4;5;4;7;8;8;3;4;3;9;585;13;45
2374935;UNIDADE DE SAUDE DA FAMILIA DE CONCEICAO;CENTRO DE SAUDE/UNIDADE BASICA;113972;PSF CONCEICAO;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;11;6;6;5;9;9;7;2;1;2;12;641;13;49,31
5276802;UNIDADE DE SAUDE DA FAMILIA DE SAO SEBASTIAO;CENTRO DE SAUDE/UNIDADE BASICA;114006;PSF SAO SEBASTIAO;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;10;3;2;0;3;4;9;1;2;1;9;406;10;40,6
2374811;UNIDADE DE SAUDE DA FAMILIA LUIZ DA COSTA PRUDENCIO;CENTRO DE SAUDE/UNIDADE BASICA;113913;PSF CAIC;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;21;10;14;6;18;16;17;6;5;7;17;1254;28;44,79
2374803;UNIDADE DE SAUDE DA FAMILIA DE CATOLE;CENTRO DE SAUDE/UNIDADE BASICA;113905;PSF CATOLE;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;13;2;4;1;8;9;4;2;1;1;13;535;17;31,47
2374846;UNIDADE DE SAUDE DA FAMILIA PRIMEIRA LAGOA;CENTRO DE SAUDE/UNIDADE BASICA;113948;PSF PRIMEIRA LAGOA;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;12;1;1;0;7;4;7;1;1;0;9;399;13;30,69
8014434;UNIDADE DE SAUDE DA FAMILIA DR OTACILIO COSTA LIRA;CENTRO DE SAUDE/UNIDADE BASICA;2324954;PSF CIDADE DO SOL II;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;7;2;1;0;3;2;7;1;2;2;3;277;9;30,78
5276780;UNIDADE DE SAUDE DA FAMILIA LUIZ CARLOS MARQUES DE MELO;CENTRO DE SAUDE/UNIDADE BASICA;2324970;PSF CENTRO II;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;11;4;4;4;3;6;10;1;2;1;8;497;12;41,42
6695159;UNIDADE DE SAUDE DA FAMILIA MARIA DE FATIMA COUTINHO;CENTRO DE SAUDE/UNIDADE BASICA;2325012;PSF PLANALTO II;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;14;2;3;0;6;3;10;3;2;0;7;464;15;30,93
2374781;UNIDADE DE SAUDE DA FAMILIA DE SANTA LUZIA;CENTRO DE SAUDE/UNIDADE BASICA;113891;PSF ALTO DE SANTA LUZIA;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;18;4;7;5;15;6;1;5;5;7;15;810;19;42,63
8014426;UNIDADE DE SAUDE DA FAMILIA DE SALGADO;CENTRO DE SAUDE/UNIDADE BASICA;114022;PSF SALGADO;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;26;13;12;0;16;16;24;4;5;4;22;1304;26;50,15
6695159;UNIDADE DE SAUDE DA FAMILIA MARIA DE FATIMA COUTINHO;CENTRO DE SAUDE/UNIDADE BASICA;114014;PSF PLANALTO;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;15;7;9;0;8;7;10;6;6;4;11;762;16;47,63
5276780;UNIDADE DE SAUDE DA FAMILIA LUIZ CARLOS MARQUES DE MELO;CENTRO DE SAUDE/UNIDADE BASICA;113980;PSF CENTRO I;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;7;3;3;3;1;3;7;0;1;1;3;295;7;42,14
8014434;UNIDADE DE SAUDE DA FAMILIA DR OTACILIO COSTA LIRA;CENTRO DE SAUDE/UNIDADE BASICA;114030;PSF CIDADE DO SOL;eSF;NOVA CRUZ;1ª RS;Fevereiro;Gestantes e puérperas;7;1;2;0;7;0;8;1;1;1;7;322;9;35,78
2374838;UNIDADE DE SAUDE DA FAMILIA MANOEL GOMES BEZERRA;CENTRO DE SAUDE/UNIDADE BASICA;113921;PSF SERROTE DOS BEZERRAS;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;11;5;4;0;6;6;3;1;4;1;12;488;12;40,67
2374889;UNIDADE DE SAUDE DA FAMILIA LUIZ GADELHA DE ASSUNCAO;CENTRO DE SAUDE/UNIDADE BASICA;113964;PSF TRES VOLTAS;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;5;0;1;0;1;1;0;0;0;0;5;122;6;20,33
2374854;UNIDADE DE SAUDE DA FAMILIA CICERO TRAJANO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;113956;PSF LAGOA LIMPA;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;14;6;6;1;10;8;12;0;2;1;13;671;14;47,93
7705697;UNIDADE BASICA DE SAUDE DO TRIGUEIRO;CENTRO DE SAUDE/UNIDADE BASICA;2324903;PSF TRIGUEIRO;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;8;6;6;5;5;7;7;4;3;3;9;575;9;63,89
7616503;UNIDADE DE SAUDE DA FAMILIA JOSEFA MARIA ALVES;CENTRO DE SAUDE/UNIDADE BASICA;1562320;PSF SAO JUDAS TADEU;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;28;9;11;7;24;17;22;5;7;9;18;1441;30;48,03
8014442;UNIDADE DE SAUDE DA FAMILIA EVANIELLE DE LIMA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;114049;PSF ASSIS CHATEAUBRIAND;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;9;5;6;5;6;10;8;3;4;4;9;630;13;48,46
2374935;UNIDADE DE SAUDE DA FAMILIA DE CONCEICAO;CENTRO DE SAUDE/UNIDADE BASICA;113972;PSF CONCEICAO;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;11;6;7;6;9;10;7;2;1;3;12;677;13;52,08
5276802;UNIDADE DE SAUDE DA FAMILIA DE SAO SEBASTIAO;CENTRO DE SAUDE/UNIDADE BASICA;114006;PSF SAO SEBASTIAO;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;13;1;0;0;3;2;12;0;2;0;9;391;14;27,93
2374811;UNIDADE DE SAUDE DA FAMILIA LUIZ DA COSTA PRUDENCIO;CENTRO DE SAUDE/UNIDADE BASICA;113913;PSF CAIC;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;16;8;11;5;9;11;11;3;7;3;12;880;20;44
2374803;UNIDADE DE SAUDE DA FAMILIA DE CATOLE;CENTRO DE SAUDE/UNIDADE BASICA;113905;PSF CATOLE;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;13;2;4;1;11;8;4;1;3;2;12;562;18;31,22
2374846;UNIDADE DE SAUDE DA FAMILIA PRIMEIRA LAGOA;CENTRO DE SAUDE/UNIDADE BASICA;113948;PSF PRIMEIRA LAGOA;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;12;3;2;0;8;6;7;2;3;0;9;480;13;36,92
8014434;UNIDADE DE SAUDE DA FAMILIA DR OTACILIO COSTA LIRA;CENTRO DE SAUDE/UNIDADE BASICA;2324954;PSF CIDADE DO SOL II;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;9;3;3;1;3;2;7;2;3;2;6;378;10;37,8
5276780;UNIDADE DE SAUDE DA FAMILIA LUIZ CARLOS MARQUES DE MELO;CENTRO DE SAUDE/UNIDADE BASICA;2324970;PSF CENTRO II;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;10;6;6;4;3;5;9;4;3;1;8;541;11;49,18
6695159;UNIDADE DE SAUDE DA FAMILIA MARIA DE FATIMA COUTINHO;CENTRO DE SAUDE/UNIDADE BASICA;2325012;PSF PLANALTO II;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;15;3;4;0;8;6;11;7;6;3;9;663;17;39
2374781;UNIDADE DE SAUDE DA FAMILIA DE SANTA LUZIA;CENTRO DE SAUDE/UNIDADE BASICA;113891;PSF ALTO DE SANTA LUZIA;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;17;4;6;6;13;7;1;5;4;5;13;746;18;41,44
8014426;UNIDADE DE SAUDE DA FAMILIA DE SALGADO;CENTRO DE SAUDE/UNIDADE BASICA;114022;PSF SALGADO;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;27;15;15;0;18;17;26;5;11;9;25;1539;27;57
6695159;UNIDADE DE SAUDE DA FAMILIA MARIA DE FATIMA COUTINHO;CENTRO DE SAUDE/UNIDADE BASICA;114014;PSF PLANALTO;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;18;9;11;0;9;11;14;6;8;5;15;972;20;48,6
5276780;UNIDADE DE SAUDE DA FAMILIA LUIZ CARLOS MARQUES DE MELO;CENTRO DE SAUDE/UNIDADE BASICA;113980;PSF CENTRO I;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;8;3;3;3;1;4;7;0;2;2;5;350;8;43,75
8014434;UNIDADE DE SAUDE DA FAMILIA DR OTACILIO COSTA LIRA;CENTRO DE SAUDE/UNIDADE BASICA;114030;PSF CIDADE DO SOL;eSF;NOVA CRUZ;1ª RS;Março;Gestantes e puérperas;12;3;4;0;9;4;12;0;5;4;12;597;14;42,64
2374838;UNIDADE DE SAUDE DA FAMILIA MANOEL GOMES BEZERRA;CENTRO DE SAUDE/UNIDADE BASICA;113921;PSF SERROTE DOS BEZERRAS;eSF;NOVA CRUZ;1ª RS;Abril;Gestantes e puérperas;10;5;4;1;4;5;2;0;4;1;11;433;12;36,08
2374889;UNIDADE DE SAUDE DA FAMILIA LUIZ GADELHA DE ASSUNCAO;CENTRO DE SAUDE/UNIDADE BASICA;113964;PSF TRES VOLTAS;eSF;NOVA CRUZ;1ª RS;Abril;Gestantes e puérperas;2;1;2;0;1;1;0;0;0;1;2;92;3;30,67
2374854;UNIDADE DE SAUDE DA FAMILIA CICERO TRAJANO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;113956;PSF LAGOA LIMPA;eSF;NOVA CRUZ;1ª RS;Abril;Gestantes e puérperas;11;5;4;0;7;6;9;2;3;2;10;542;11;49,27
7705697;UNIDADE BASICA DE SAUDE DO TRIGUEIRO;CENTRO DE SAUDE/UNIDADE BASICA;2324903;PSF TRIGUEIRO;eSF;NOVA CRUZ;1ª RS;Abril;Gestantes e puérperas;5;5;5;5;3;5;4;3;2;2;5;401;5;80,2
7616503;UNIDADE DE SAUDE DA FAMILIA JOSEFA MARIA ALVES;CENTRO DE SAUDE/UNIDADE BASICA;1562320;PSF SAO JUDAS TADEU;eSF;NOVA CRUZ;1ª RS;Abril;Gestantes e puérperas;15;6;6;3;11;8;10;3;3;3;8;699;15;46,6
8014442;UNIDADE DE SAUDE DA FAMILIA EVANIELLE DE LIMA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;114049;PSF ASSIS CHATEAUBRIAND;eSF;NOVA CRUZ;1ª RS;Abril;Gestantes e puérperas;11;4;5;4;6;9;9;4;5;5;7;632;15;42,13
2374935;UNIDADE DE SAUDE DA FAMILIA DE CONCEICAO;CENTRO DE SAUDE/UNIDADE BASICA;113972;PSF CONCEICAO;eSF;NOVA CRUZ;1ª RS;Abril;Gestantes e puérperas;11;5;7;5;6;7;6;3;0;2;9;560;12;46,67
5276802;UNIDADE DE SAUDE DA FAMILIA DE SAO SEBASTIAO;CENTRO DE SAUDE/UNIDADE BASICA;114006;PSF SAO SEBASTIAO;eSF;NOVA CRUZ;1ª RS;Abril;Gestantes e puérperas;15;4;4;1;8;5;14;2;4;2;12;654;16;40,88
2374811;UNIDADE DE SAUDE DA FAMILIA LUIZ DA COSTA PRUDENCIO;CENTRO DE SAUDE/UNIDADE BASICA;113913;PSF CAIC;eSF;NOVA CRUZ;1ª RS;Abril;Gestantes e puérperas;16;10;8;2;12;10;9;2;6;5;11;835;21;39,76
