CNES,ESTABELECIMENTO,TIPO DO ESTABELECIMENTO,INE,NOME DA EQUIPE,SIGLA DA EQUIPE,MUNICÍPIO,REGIÃO DE SAÚDE,COMPETÊNCIA,INDICADOR,TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO,TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO,TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO,TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO,"TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL",TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO,"TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO",TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO,TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO,TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO,TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA,SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE,NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE,PONTUAÇÃO
3382745,UNIDADE DE SAUDE DA FAMILIA CICERO BATISTA,CENTRO DE SAUDE/UNIDADE BASICA,0000004316,CICERO BATISTA,eSF,Acrelândia,Baixo Acre,Maio,Cuidado com a Gestante e Puérpera,20,10,13,13,16,11,15,10,8,5,15,"1,244",25,49.76
3382745,UNIDADE DE SAUDE DA FAMILIA CICERO BATISTA,CENTRO DE SAUDE/UNIDADE BASICA,0000004316,CICERO BATISTA,eSF,Acrelândia,Baixo Acre,Junho,Cuidado com a Gestante e Puérpera,18,10,11,11,15,10,13,9,5,6,12,"1,098",22,49.91
3382745,UNIDADE DE SAUDE DA FAMILIA CICERO BATISTA,CENTRO DE SAUDE/UNIDADE BASICA,0000004316,CICERO BATISTA,eSF,Acrelândia,Baixo Acre,Julho,Cuidado com a Gestante e Puérpera,16,7,8,9,15,10,11,8,6,5,13,988,19,52.00
3382745,UNIDADE DE SAUDE DA FAMILIA CICERO BATISTA,CENTRO DE SAUDE/UNIDADE BASICA,0000004316,CICERO BATISTA,eSF,Acrelândia,Baixo Acre,Agosto,Cuidado com a Gestante e Puérpera,17,9,12,14,17,12,12,8,7,3,12,"1,124",20,56.20
3393984,UNIDADE DE SAUDE DA FAMILIA RICARDO MONTEIRO ROLA,CENTRO DE SAUDE/UNIDADE BASICA,0000004324,URBANA 2,eSF,Acrelândia,Baixo Acre,Janeiro,Cuidado com a Gestante e Puérpera,12,5,8,7,7,9,10,3,2,0,0,579,15,38.60
3393984,UNIDADE DE SAUDE DA FAMILIA RICARDO MONTEIRO ROLA,CENTRO DE SAUDE/UNIDADE BASICA,0000004324,URBANA 2,eSF,Acrelândia,Baixo Acre,Fevereiro,Cuidado com a Gestante e Puérpera,18,8,11,11,8,12,16,7,5,2,0,900,22,40.91
3393984,UNIDADE DE SAUDE DA FAMILIA RICARDO MONTEIRO ROLA,CENTRO DE SAUDE/UNIDADE BASICA,0000004324,URBANA 2,eSF,Acrelândia,Baixo Acre,Março,Cuidado com a Gestante e Puérpera,20,11,13,12,11,13,17,8,8,7,1,"1,109",25,44.36
3393984,UNIDADE DE SAUDE DA FAMILIA RICARDO MONTEIRO ROLA,CENTRO DE SAUDE/UNIDADE BASICA,0000004324,URBANA 2,eSF,Acrelândia,Baixo Acre,Abril,Cuidado com a Gestante e Puérpera,14,4,6,6,7,7,13,3,4,6,1,653,18,36.28
3393984,UNIDADE DE SAUDE DA FAMILIA RICARDO MONTEIRO ROLA,CENTRO DE SAUDE/UNIDADE BASICA,0000004324,URBANA 2,eSF,Acrelândia,Baixo Acre,Maio,Cuidado com a Gestante e Puérpera,19,6,7,6,9,7,18,3,3,6,2,793,23,34.48
3393984,UNIDADE DE SAUDE DA FAMILIA RICARDO MONTEIRO ROLA,CENTRO DE SAUDE/UNIDADE BASICA,0000004324,URBANA 2,eSF,Acrelândia,Baixo Acre,Junho,Cuidado com a Gestante e Puérpera,20,5,7,8,6,7,19,3,3,3,4,785,22,35.68
3393984,UNIDADE DE SAUDE DA FAMILIA RICARDO MONTEIRO ROLA,CENTRO DE SAUDE/UNIDADE BASICA,0000004324,URBANA 2,eSF,Acrelândia,Baixo Acre,Julho,Cuidado com a Gestante e Puérpera,18,3,7,8,7,4,16,1,2,2,2,648,21,30.86
3393984,UNIDADE DE SAUDE DA FAMILIA RICARDO MONTEIRO ROLA,CENTRO DE SAUDE/UNIDADE BASICA,0000004324,URBANA 2,eSF,Acrelândia,Baixo Acre,Agosto,Cuidado com a Gestante e Puérpera,20,6,10,9,10,7,17,3,3,2,3,830,23,36.09
3638685,UNIDADE DE SAUDE DA FAMILIA JOAO DANIEL DAMASCENO,CENTRO DE SAUDE/UNIDADE BASICA,0000004332,JOAO DANIEL DAMASCENO,eSF,Acrelândia,Baixo Acre,Janeiro,Cuidado com a Gestante e Puérpera,8,1,1,1,3,3,4,0,1,1,2,233,8,29.13
3638685,UNIDADE DE SAUDE DA FAMILIA JOAO DANIEL DAMASCENO,CENTRO DE SAUDE/UNIDADE BASICA,0000004332,JOAO DANIEL DAMASCENO,eSF,Acrelândia,Baixo Acre,Fevereiro,Cuidado com a Gestante e Puérpera,8,1,1,1,2,3,4,1,1,1,3,242,10,24.20
3638685,UNIDADE DE SAUDE DA FAMILIA JOAO DANIEL DAMASCENO,CENTRO DE SAUDE/UNIDADE BASICA,0000004332,JOAO DANIEL DAMASCENO,eSF,Acrelândia,Baixo Acre,Março,Cuidado com a Gestante e Puérpera,10,0,0,0,3,4,6,1,1,0,5,280,14,20.00
3638685,UNIDADE DE SAUDE DA FAMILIA JOAO DANIEL DAMASCENO,CENTRO DE SAUDE/UNIDADE BASICA,0000004332,JOAO DANIEL DAMASCENO,eSF,Acrelândia,Baixo Acre,Abril,Cuidado com a Gestante e Puérpera,16,1,1,1,5,9,10,4,1,2,7,529,16,33.06
3638685,UNIDADE DE SAUDE DA FAMILIA JOAO DANIEL DAMASCENO,CENTRO DE SAUDE/UNIDADE BASICA,0000004332,JOAO DANIEL DAMASCENO,eSF,Acrelândia,Baixo Acre,Maio,Cuidado com a Gestante e Puérpera,18,3,3,2,5,11,12,5,0,2,8,639,19,33.63
3638685,UNIDADE DE SAUDE DA FAMILIA JOAO DANIEL DAMASCENO,CENTRO DE SAUDE/UNIDADE BASICA,0000004332,JOAO DANIEL DAMASCENO,eSF,Acrelândia,Baixo Acre,Junho,Cuidado com a Gestante e Puérpera,20,5,4,4,8,15,14,6,0,4,8,812,21,38.67
3638685,UNIDADE DE SAUDE DA FAMILIA JOAO DANIEL DAMASCENO,CENTRO DE SAUDE/UNIDADE BASICA,0000004332,JOAO DANIEL DAMASCENO,eSF,Acrelândia,Baixo Acre,Julho,Cuidado com a Gestante e Puérpera,20,6,7,6,11,16,14,7,0,3,8,902,22,41.00
3638685,UNIDADE DE SAUDE DA FAMILIA JOAO DANIEL DAMASCENO,CENTRO DE SAUDE/UNIDADE BASICA,0000004332,JOAO DANIEL DAMASCENO,eSF,Acrelândia,Baixo Acre,Agosto,Cuidado com a Gestante e Puérpera,21,7,10,9,17,17,15,6,0,5,8,"1,056",24,44.00
5403669,UNIDADE DE SAUDE DA FAMILIA REDENCAO,CENTRO DE SAUDE/UNIDADE BASICA,0000004340,REDENCAO,eSF,Acrelândia,Baixo Acre,Janeiro,Cuidado com a Gestante e Puérpera,9,4,8,8,8,10,8,4,1,3,5,621,16,38.81
5403669,UNIDADE DE SAUDE DA FAMILIA REDENCAO,CENTRO DE SAUDE/UNIDADE BASICA,0000004340,REDENCAO,eSF,Acrelândia,Baixo Acre,Fevereiro,Cuidado com a Gestante e Puérpera,9,4,8,8,9,13,8,4,5,4,4,693,17,40.76
5403669,UNIDADE DE SAUDE DA FAMILIA REDENCAO,CENTRO DE SAUDE/UNIDADE BASICA,0000004340,REDENCAO,eSF,Acrelândia,Baixo Acre,Março,Cuidado com a Gestante e Puérpera,11,6,9,9,9,12,10,4,6,7,5,803,17,47.24
5403669,UNIDADE DE SAUDE DA FAMILIA REDENCAO,CENTRO DE SAUDE/UNIDADE BASICA,0000004340,REDENCAO,eSF,Acrelândia,Baixo Acre,Abril,Cuidado com a Gestante e Puérpera,12,5,7,7,7,9,8,4,6,5,4,678,15,45.20
5403669,UNIDADE DE SAUDE DA FAMILIA REDENCAO,CENTRO DE SAUDE/UNIDADE BASICA,0000004340,REDENCAO,eSF,Acrelândia,Baixo Acre,Maio,Cuidado com a Gestante e Puérpera,12,4,6,6,8,8,8,4,4,4,5,633,15,42.20
5403669,UNIDADE DE SAUDE DA FAMILIA REDENCAO,CENTRO DE SAUDE/UNIDADE BASICA,0000004340,REDENCAO,eSF,Acrelândia,Baixo Acre,Junho,Cuidado com a Gestante e Puérpera,12,3,5,5,6,8,8,3,4,4,5,579,15,38.60
5403669,UNIDADE DE SAUDE DA FAMILIA REDENCAO,CENTRO DE SAUDE/UNIDADE BASICA,0000004340,REDENCAO,eSF,Acrelândia,Baixo Acre,Julho,Cuidado com a Gestante e Puérpera,14,4,5,5,5,7,8,4,3,5,6,608,18,33.78
5403669,UNIDADE DE SAUDE DA FAMILIA REDENCAO,CENTRO DE SAUDE/UNIDADE BASICA,0000004340,REDENCAO,eSF,Acrelândia,Baixo Acre,Agosto,Cuidado com a Gestante e Puérpera,14,4,6,6,5,4,8,3,4,4,7,599,19,31.53
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0000004359,TEREZINHA BATISTA DOS SANTOS,eSF,Assis Brasil,Alto Acre,Janeiro,Cuidado com a Gestante e Puérpera,27,9,13,12,16,19,4,13,3,8,21,"1,332",36,37.00
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0002335778,EAP TEREZINHA,eAP,Assis Brasil,Alto Acre,Janeiro,Cuidado com a Gestante e Puérpera,1,0,0,0,0,1,0,0,0,0,1,46,1,46.00
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0000004359,TEREZINHA BATISTA DOS SANTOS,eSF,Assis Brasil,Alto Acre,Fevereiro,Cuidado com a Gestante e Puérpera,23,11,13,10,12,16,5,11,1,4,17,"1,130",27,41.85
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0002335778,EAP TEREZINHA,eAP,Assis Brasil,Alto Acre,Fevereiro,Cuidado com a Gestante e Puérpera,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0000004359,TEREZINHA BATISTA DOS SANTOS,eSF,Assis Brasil,Alto Acre,Março,Cuidado com a Gestante e Puérpera,23,9,14,11,12,15,6,9,1,4,16,"1,103",27,40.85
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0002335778,EAP TEREZINHA,eAP,Assis Brasil,Alto Acre,Março,Cuidado com a Gestante e Puérpera,3,2,3,3,0,3,0,1,0,0,2,246,5,49.20
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0000004359,TEREZINHA BATISTA DOS SANTOS,eSF,Assis Brasil,Alto Acre,Abril,Cuidado com a Gestante e Puérpera,20,7,11,9,14,16,8,10,3,5,21,"1,136",25,45.44
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0002335778,EAP TEREZINHA,eAP,Assis Brasil,Alto Acre,Abril,Cuidado com a Gestante e Puérpera,5,3,4,4,3,5,1,3,1,2,6,419,7,59.86
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0000004359,TEREZINHA BATISTA DOS SANTOS,eSF,Assis Brasil,Alto Acre,Maio,Cuidado com a Gestante e Puérpera,19,9,13,12,13,16,9,9,2,3,22,"1,162",25,46.48
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0002335778,EAP TEREZINHA,eAP,Assis Brasil,Alto Acre,Maio,Cuidado com a Gestante e Puérpera,6,4,7,7,3,6,2,6,3,4,7,618,10,61.80
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0000004359,TEREZINHA BATISTA DOS SANTOS,eSF,Assis Brasil,Alto Acre,Junho,Cuidado com a Gestante e Puérpera,21,13,14,14,13,17,10,9,2,3,20,"1,245",26,47.9
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0002335778,EAP TEREZINHA,eAP,Assis Brasil,Alto Acre,Junho,Cuidado com a Gestante e Puérpera,7,4,7,6,2,5,3,5,3,3,7,592,9,65.8
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0000004359,TEREZINHA BATISTA DOS SANTOS,eSF,Assis Brasil,Alto Acre,Julho,Cuidado com a Gestante e Puérpera,24,10,14,14,11,15,14,9,6,2,21,"1,284",30,42.80
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0002335778,EAP TEREZINHA,eAP,Assis Brasil,Alto Acre,Julho,Cuidado com a Gestante e Puérpera,5,6,6,6,2,5,1,6,1,1,5,500,7,71.43
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0000004359,TEREZINHA BATISTA DOS SANTOS,eSF,Assis Brasil,Alto Acre,Agosto,Cuidado com a Gestante e Puérpera,22,7,11,11,10,11,14,10,7,5,21,"1,183",28,42.25
2003066,UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA,0002335778,EAP TEREZINHA,eAP,Assis Brasil,Alto Acre,Agosto,Cuidado com a Gestante e Puérpera,4,5,5,5,2,4,1,5,1,2,4,418,6,69.67
3797554,UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA,0000004367,ANTONIO ALVES CAVALCANTE,eSF,Assis Brasil,Alto Acre,Janeiro,Cuidado com a Gestante e Puérpera,21,8,9,9,13,13,14,10,5,6,11,"1,092",27,40.44
3797554,UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA,0002335751,EAP ANTONIO ALVES,eAP,Assis Brasil,Alto Acre,Janeiro,Cuidado com a Gestante e Puérpera,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
3797554,UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA,0000004367,ANTONIO ALVES CAVALCANTE,eSF,Assis Brasil,Alto Acre,Fevereiro,Cuidado com a Gestante e Puérpera,22,8,8,8,13,11,18,7,4,4,14,"1,075",26,41.35
3797554,UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA,0002335751,EAP ANTONIO ALVES,eAP,Assis Brasil,Alto Acre,Fevereiro,Cuidado com a Gestante e Puérpera,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
3797554,UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA,0000004367,ANTONIO ALVES CAVALCANTE,eSF,Assis Brasil,Alto Acre,Março,Cuidado com a Gestante e Puérpera,25,9,9,8,18,13,20,9,6,5,19,"1,294",29,44.62
3797554,UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA,0002335751,EAP ANTONIO ALVES,eAP,Assis Brasil,Alto Acre,Março,Cuidado com a Gestante e Puérpera,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
3797554,UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA,0000004367,ANTONIO ALVES CAVALCANTE,eSF,Assis Brasil,Alto Acre,Abril,Cuidado com a Gestante e Puérpera,21,6,6,6,14,14,16,9,4,3,20,"1,092",26,42.00
3797554,UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA,0002335751,EAP ANTONIO ALVES,eAP,Assis Brasil,Alto Acre,Abril,Cuidado com a Gestante e Puérpera,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
3797554,UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA,0000004367,ANTONIO ALVES CAVALCANTE,eSF,Assis Brasil,Alto Acre,Maio,Cuidado com a Gestante e Puérpera,24,5,10,10,15,16,19,10,2,3,21,"1,239",29,42.72
3797554,UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA,0002335751,EAP ANTONIO ALVES,eAP,Assis Brasil,Alto Acre,Maio,Cuidado com a Gestante e Puérpera,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
3797554,UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA,0000004367,ANTONIO ALVES CAVALCANTE,eSF,Assis Brasil,Alto Acre,Junho,Cuidado com a Gestante e Puérpera,25,8,14,14,20,18,20,16,5,4,22,"1,519",29,52.4
3797554,UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA,0002335751,EAP ANTONIO ALVES,eAP,Assis Brasil,Alto Acre,Junho,Cuidado com a Gestante e Puérpera,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
